ID_Pedido,ID_Cliente,Nombre_Cliente,Email_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Precio_Unitario,Fecha_Pedido,Ciudad_Envio,Pais_Envio
1186,38008,  Fernando Gómez ,patricia99@example.net,PROD-002,Mouse Inalámbrico,Accesorios,8,989.62,09-17-25,Barranquilla,Colombia
2441,43291,Alberto Augusto Ruiz Trujillo,lucia48@example.net,PROD-005,Silla de Oficina,Mobiliario,7,320.79,2025-06-23,Bogotá,Colombia
2029,90709,  Luisa Jenny Fernández Pérez ,pablomorales@example.com,PROD-001,Laptop Pro,Tecnología,2,1143.04,2024-04-14,Medellín,Colombia
2657,80609,Cristobal Sánchez Herrera,paola00@example.net,PROD-005,  Silla de Oficina ,Mobiliario,5,83.74,2024-08-31,Barranquilla,Colombia
3467,46380,Sandra Betancur,pablosanchez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,6,946.84,2024-11-09,Bogotá,Colombia
2817,68766,Andrés Stiven Duque,nelson79@example.org,PROD-002,Mouse Inalámbrico,Accesorios,10,901.44,2023-11-24,Cali,Colombia
1863,58653,Milena Rodríguez,edgardojimenez@example.org,PROD-002,Mouse Inalámbrico,Accesorios,3,971.38,2023-12-20,Cali,Colombia
3498,99784,Paola DÃ­az,alberto58@example.org,PROD-001,  Laptop Pro ,Tecnología,2,1270.14,2025-05-16,Barranquilla,Colombia
2805,33836,Guillermo Figueroa,mpineda@example.org,PROD-003,  Teclado Mecánico ,Accesorios,9,1417.31,2024-07-15,Cali,Colombia
3238,69833,Camilo Diego Valencia López,velasquezsandra@example.net,PROD-005,Silla de Oficina,Mobiliario,6,$ 943.32,14/10/2024,Medellín,Colombia
2464,99270,Cristina Leal Trujillo,bduque@example.net,PROD-005,Silla de Oficina,Mobiliario,4,995.84,2025-03-04,Cartagena,Colombia
1591,30182,Marco Carlos Ocampo Martínez,andressoto@example.com,PROD-004,Monitor 4K,Tecnología,8,619.89,2024-03-29,Barranquilla,Colombia
2883,74327,Martha Suárez,doris10@example.net,PROD-006,Libreta Inteligente,Oficina,8,656.73,2024-12-03,Cali,Colombia
1961,12526,Mariela Granados Daza,bgaleano@example.net,PROD-001,Laptop Pro,Tecnología,6,1498.85,2025-09-19,Barranquilla,Colombia
2842,62125,Martha Gutiérrez,teresa56@example.com,PROD-005,Silla de Oficina,Mobiliario,1,336.27,2023-10-13,Medellín,Colombia
2415,32622,Osvaldo Gómez Gutiérrez,rosa49@example.com,PROD-003,Teclado Mecánico,accesorios,4,201.25,2023-12-21,Barranquilla,Colombia
1316,33947,Luisa Herrera,zdiaz@example.org,PROD-004,Monitor 4K,Tecnología, 5 ,1216.25,2024-08-20,Barranquilla,Colombia
2084,62006,Marcela Franco Mejía,fernandodiaz@example.com,PROD-006,  Libreta Inteligente ,Oficina,3,752.64,2024-10-28,Medellín,Colombia
3185,55933,Ana Marina Murillo Giraldo,urojas@example.net,PROD-004,Monitor 4K,Tecnología,1,407.35,2024-06-05,Medellín,Colombia
1753,51753,Julio Hoyos Arboleda,yanethespinosa@example.net,PROD-004,Monitor 4K,Tecnología,7,1252.34,2023-10-12,Bogotá,Colombia
2498,55028,María Cecilia Uribe,isaac66@example.net,PROD-002,Mouse Inalámbrico,Accesorios,7,1243.06,2025-09-27,Medellín,Colombia
3440,38567,Natalia Cecilia García,bvelasco@example.net,PROD-002,Mouse Inalámbrico,Accesorios, 4 ,954.86,2025-03-02,Bogotá,Colombia
2571,16795,Katherine María Gómez Guzmán,canojose@example.net,PROD-004,Monitor 4K,Tecnología,7,996.49,2025-01-10,Bogotá,Colombia
2591,95075,Hugo Ayala,alonsobravo@example.net,PROD-001,Laptop Pro,Tecnología,6,$ 549.3,2024-01-17,Barranquilla,Colombia
1991,30411,Marco Alejandro Henao Mosquera,mirandajhon@example.com,PROD-005,Silla de Oficina,Mobiliario,10,486.07,2025-05-18,Cartagena,Colombia
3382,46939,Fabián Eduardo Franco,jose11@example.org,PROD-005,Silla de Oficina,Mobiliario,9,1484.35,2025-03-11,Cali,Colombia
1638,59577,  Jhon Bonilla Ramírez ,alfonso42@example.org,PROD-004,Monitor 4K,Tecnología,9,1095.61,2024-03-24,Cartagena,Colombia
2838,92795,Daniela Esperanza Álvarez,hernandezhenry@example.com,PROD-006,Libreta Inteligente,Oficina,4,56.84,2023-12-25,Medellín,Colombia
3447,84136,  Juan Herrera Alvarado ,javierbedoya@example.com,PROD-006,Libreta Inteligente,oficina,5,934.42,2024-07-19,Barranquilla,Colombia
2279,33263,Luz Muñoz,ivanpaez@example.com,PROD-006,Libreta Inteligente,Oficina,2,457.4,2024-07-17,Barranquilla,Colombia
1979,43565,Camila Díaz,yarroyo@example.com,PROD-003,Teclado Mecánico,Accesorios,5,973.85,2024-08-22,Cali,Colombia
1100,41933,Juliana Rojas,garciasara@example.org,PROD-003,  Teclado Mecánico ,Accesorios,7,217.56,2023-11-05,Cali,Colombia
3179,61986,Joaquín Jaimes,gperez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,1,483.07,2025-08-12,Bogotá,Colombia
3289,37717,Moisés Díaz,castellanosdoris@example.com,PROD-004,Monitor 4K,Tecnología,5,615.74,2025-07-25,Cartagena,Colombia
1282,53839,Ignacio Alzate Galvis,castillojose@example.com,PROD-004,Monitor 4K,Tecnología,1,395.71,2024-01-31,Barranquilla,Colombia
2097,41395,José Barbosa,mauricio19@example.com,PROD-005,Silla de Oficina,Mobiliario,10,1408.91,2024-04-29,Cartagena,Colombia
2637,CUST-23966,Andrés Ramírez,marthamosquera@example.com,PROD-006,  Libreta Inteligente ,Oficina,1,1237.85,2024-01-17,Cali,Colombia
1554,83667,Viviana María Velásquez,henaojudith@example.net,PROD-005,Silla de Oficina,Mobiliario,7,1156.43,2024-06-22,Bogotá,Colombia
1164,14117,AndrÃ©s AndrÃ©s Tovar GonzÃ¡lez,edithvasquez@example.com,PROD-005,Silla de Oficina,Mobiliario,8,188.69,2024-05-06,Barranquilla,Colombia
3260,98251,César Ochoa Jiménez,elcygonzalez@example.net,PROD-005,Silla de Oficina,Mobiliario,3,1148.54,26/12/2023,Bogotá,Colombia
1975, 63611 ,Alejandro Carlos Trujillo Reyes,xcifuentes@example.net,PROD-002,Mouse Inalámbrico,Accesorios,9,461.77,2024-03-27,Cali,Colombia
3417,57967,Olga Bertha Torres,sara10@example.org,PROD-005,Silla de Oficina,mobiliario,9,626.27,2025-06-08,Cali,Colombia
3149,52688,Gilma Parra Vargas,fredycastillo@example.net,PROD-002,  Mouse Inalámbrico ,Accesorios,1,381.14,2024-08-28,Barranquilla,Colombia
1599,CUST-33840,Marcela Acevedo,alejandra66@example.net,PROD-001,Laptop Pro,Tecnología,7,24.85,2023-10-18,Cartagena,Colombia
1939,63621,Julieth Cardona,patricia22@example.com,PROD-002,Mouse Inalámbrico,Accesorios,2,682.78,2025-06-20,Medellín,Colombia
1958,94192,Alexandra Andrea Figueroa Martínez,olga78@example.net,PROD-004,  Monitor 4K ,Tecnología,6,239.64,2024-04-30,Barranquilla,Colombia
2285,75036,Carmen Marleny Torres,lilianamantilla@example.org,PROD-006,Libreta Inteligente,Oficina,7,41.59,08/08/2024,Cali,Colombia
1113,40326,Isabel Reyes,carlos46@example.net,PROD-006,Libreta Inteligente,Oficina,8,1048.91,2025-05-30,Cali,Colombia
2912,63316,Gabriel Andrés Parra,felipe71@example.net,PROD-002,Mouse Inalámbrico,Accesorios,8,960.17,2024-11-01,Cali,Colombia
1093, 67977 ,Esperanza Ospina,jimenezzoraida@example.net,PROD-003,Teclado Mecánico,Accesorios,2,1089.24,2024-05-02,Medellín,Colombia
1682,98973,Clemencia Vargas,brenteria@example.org,PROD-006,Libreta Inteligente,Oficina,6,1257.83,2024-04-17,Cartagena,Colombia
3311,,Diego Rosero,sperez@example.net,PROD-006,Libreta Inteligente,Oficina,10,510.53,23/02/2025,Medellín,Colombia
2251,62692,Paola Luisa Sánchez Calderón,carlostamayo@example.com,PROD-004,Monitor 4K,Tecnología,4,1383.34,2024-06-28,Cali,Colombia
1946,57513,  Myriam Rosa Bolaños Murillo ,jimenezdiana@example.org,PROD-004,Monitor 4K,Tecnología,7,588.84,2024-06-11,Medellín,Colombia
3477,78130,Isabel Luz Trujillo,trianadamaris@example.net,PROD-006,Libreta Inteligente,Oficina,1,1013.94,2024-12-26,Cartagena,Colombia
2237, 54251 ,  Nancy Patricia Ortiz Fernández ,maria72@example.net,PROD-006,Libreta Inteligente,Oficina,9,195.38,2024-07-30,Cartagena,Colombia
2150,63993,Sebastián Castrillón,blancoisrael@example.org,PROD-001,Laptop Pro,Tecnología,2,369.99,2024-12-05,Bogotá,Colombia
2110,48370,María Riascos Melo,hernandezkarina@example.org,PROD-005,Silla de Oficina,Mobiliario,3,1164.42,2025-03-18,Cali,Colombia
3375,75510,Luz Flórez,sandrabenavides@example.net,PROD-001,Laptop Pro,Tecnología,5,156.2,2024-01-24,Cartagena,Colombia
3454,92426,  Jair Carlos Ochoa ,qcastro@example.org,PROD-006,Libreta Inteligente,Oficina,7,365.2,2024-02-06,Medellín,Colombia
1680,43117,  David Adalberto Arboleda Henao ,umora@example.com,PROD-002,Mouse Inalámbrico,Accesorios,6,998.81,2025-07-14,Medellín,Colombia
1586,29169,Fabio Pérez Torres,edithcantillo@example.org,PROD-002,  Mouse Inalámbrico ,Accesorios,7,$ 488.29,2024-06-14,Bogotá,Colombia
1839,29323,Francisco Augusto Moreno,restreporosa@example.org,PROD-004,Monitor 4K,tecnología,9,$ 634.11,2024-10-31,Cartagena,Colombia
3172,50909,Santiago Rodríguez Vélez,ltrujillo@example.org,PROD-002,Mouse Inalámbrico,Accesorios, 1 ,"396,23",2024-04-12,Bogotá,Colombia
2668,29590,Jhon Morales,jorge68@example.net,PROD-003,Teclado Mecánico,Accesorios,8,596.12,2024-11-06,Cali,Colombia
1417, 50273 ,  Vanessa Becerra ,fonsecacarlos@example.net,PROD-004,Monitor 4K,Tecnología,2,444.82,2024-02-17,Cartagena,Colombia
2125,10181,Luis Sergio Mendoza,marcelavargas@example.org,PROD-004,Monitor 4K,Tecnología,9,774.07,2024-08-08,Cartagena,Colombia
2984,23613,Alexander Efrain Duque Sánchez,gonzalezandrea@example.net,PROD-005,Silla de Oficina,Mobiliario,5,1490.58,2024-05-19,Cali,Colombia
1574,77819,Ferney Luis Miranda Rangel,fabianrodriguez@example.com,PROD-004,Monitor 4K,Tecnología,10,975.1,04-15-25,Barranquilla,Colombia
1477,97650,Yuliana Rengifo Castro,paolareyes@example.org,PROD-004,Monitor 4K,Tecnología,8,1190.69,2023-12-12,Barranquilla,Colombia
1785,65106,  Jairo Adrián Morales ,aalvarez@example.com,PROD-005,Silla de Oficina,Mobiliario,1,"251,37",2025-08-05,Barranquilla,Colombia
1326,47873,Isabel Parra Suárez,jose12@example.com,PROD-004,Monitor 4K,Tecnología,8,823.69,2024-06-29,Medellín,Colombia
1438,CUST-64697,  Isabel Socorro Amaya ,jmosquera@example.com,PROD-001,Laptop Pro,Tecnología,1,"477,78",2024-06-05,Cartagena,Colombia
3048,93498,Hernán Bernal Garzón,crivera@example.net,PROD-005,Silla de Oficina,Mobiliario,10,478.47,2024-05-27,Barranquilla,Colombia
1379,54482,María Cuéllar Rodríguez,gloria09@example.com,PROD-003,Teclado Mecánico,Accesorios,10,1256.81,2025-03-02,Cali,Colombia
2177,58083,Cristina Viviana Quintero Guzmán,alvarocastro@example.org,PROD-001,Laptop Pro,Tecnología,9,"458,35",2024-11-27,Cartagena,Colombia
2609,21395,Mabel Inés Díaz Pinto,lopezjesus@example.org,PROD-001,Laptop Pro,Tecnología,8,46.19,2025-08-03,Medellín,Colombia
3474,49694,Camilo Duarte,guerraluis@example.org,PROD-006,Libreta Inteligente,Oficina,9,250.53,2024-05-23,Cartagena,Colombia
1204,87602,Ingrid Leticia Galvis,carolinadiaz@example.net,PROD-003,Teclado Mecánico,Accesorios,2,870.64,2024-01-14,Cartagena,Colombia
2143,43563,Estiven Rueda Ortiz,dlopez@example.com,PROD-003,Teclado Mecánico,Accesorios,5,859.54,2024-09-24,Medellín,Colombia
2806,69532,Luis Arango,martinezalvaro@example.com,PROD-002,Mouse Inalámbrico,Accesorios,10,250.56,2025-03-25,Barranquilla,Colombia
3027,95174,  Humberto Eduardo Carrillo Bravo ,nicolas98@example.com,PROD-002,Mouse Inalámbrico,Accesorios,2,"300,73",2025-09-13,Bogotá,Colombia
1905,63941,José Guerrero Gómez,ernestopabon@example.com,PROD-001,Laptop Pro,Tecnología,8,308.31,2025-08-01,Bogotá,Colombia
1876, 67564 ,Yeimy Alicia Vergara,velascowilliam@example.net,PROD-004,Monitor 4K,Tecnología,3,86.69,28/01/2024,Barranquilla,Colombia
1346,76856,Julieth Gómez Blanco,castroclaudia@example.net,PROD-006,Libreta Inteligente,Oficina,6,277.4,2024-04-09,Medellín,Colombia
3035,39094,Patricia Castro Ávila,gaviriaana@example.org,PROD-001,Laptop Pro,Tecnología,2,785.3,2025-09-27,Barranquilla,Colombia
2812,26745,Víctor Cristian Jiménez,piedad57@example.org,PROD-002,Mouse Inalámbrico,Accesorios,8,"36,21",2024-11-05,Cali,Colombia
2167,69757,Cristina Salcedo,antoniosolano@example.org,PROD-002,  Mouse Inalámbrico ,Accesorios,9,806.98,2023-11-14,Cali,Colombia
1845,46432,Esperanza Mercedes Martínez,molinadario@example.org,PROD-003,Teclado Mecánico,Accesorios,8,1221.77,2025-04-01,Bogotá,Colombia
1130,18907,Óscar Daza Caballero,suarezjoan@example.com,PROD-003,Teclado Mecánico,Accesorios,7,928.62,2024-07-17,Medellín,Colombia
1951,27172,  Paola Luz Delgado ,nestor68@example.org,PROD-006,Libreta Inteligente,oficina,6,1396.0,2025-03-27,Cartagena,Colombia
3431,69968,Natalia Castro Mercado,kangulo@example.org,PROD-005,Silla de Oficina,Mobiliario,9,382.93,2024-01-16,Bogotá,Colombia
2490,15007,Natalia Adriana Arias Romero,wramirez@example.net,PROD-006,Libreta Inteligente,Oficina,7,1087.26,2023-10-29,Barranquilla,Colombia
1573,26534,María Cruz,blanca55@example.net,PROD-004,Monitor 4K,Tecnología,8,668.5,2025-06-22,Barranquilla,Colombia
3315,96523,Nancy Doris Flórez Cruz,maria91@example.org,PROD-004,Monitor 4K,Tecnología,2,114.49,2024-12-20,Medellín,Colombia
3288,45024,Luz Cristina Escobar Castellanos,enriquepulido@example.org,PROD-005,Silla de Oficina,Mobiliario,1,370.43,2025-06-21,Medellín,Colombia
2026,93597,Santiago Andrés Torres,jorgegamboa@example.org,PROD-003,  Teclado Mecánico ,Accesorios,3,265.53,2025-06-15,Cartagena,Colombia
3012,60338,Valeria Caballero Guerrero,mendozaedith@example.org,PROD-005,Silla de Oficina,Mobiliario,3,928.65,2025-03-01,Medellín,Colombia
2244,59259,  John Moreno ,omunoz@example.com,PROD-005,Silla de Oficina,Mobiliario,6,952.79,2023-11-02,Cali,Colombia
3024,32875,  Antonio Ciro Pineda ,hectorperea@example.org,PROD-004,Monitor 4K,Tecnología,5,617.01,2024-04-28,Cali,Colombia
2385,CUST-56984,Alfonso Fernando Morales,bsanchez@example.net,PROD-001,Laptop Pro,Tecnología,7,846.4,2024-06-08,Cartagena,Colombia
2075, 24235 ,Edgar Salazar,alejandrovanegas@example.com,PROD-006,Libreta Inteligente,Oficina,10,1453.23,2024-01-18,Barranquilla,Colombia
1589,68464,IvÃ¡n Mario Sandoval Castro,lopezfabian@example.org,PROD-005,Silla de Oficina,Mobiliario,6,492.98,2024-06-26,Medellín,Colombia
1601,22943,Luz Ortiz Padilla,osorioluisa@example.net,PROD-004,Monitor 4K,Tecnología,5,103.27,12-09-24,Barranquilla,Colombia
1404,19297,Oswaldo Luis Valderrama López,sandrazapata@example.com,PROD-004,Monitor 4K,Tecnología,3,46.13,2024-09-24,Bogotá,Colombia
3424,35600,  Margarita Cindy Martínez ,andres03@example.org,PROD-004,Monitor 4K,Tecnología,2,103.14,2024-05-06,BARRANQUILLA,Colombia
1516,30121,Jhon Rueda,dquintero@example.com,PROD-003,Teclado Mecánico,Accesorios,9,571.27,2025-07-02,Medellín,Colombia
1926,83119,Emilia Mendoza,bfernandez@example.net,PROD-006,Libreta Inteligente,Oficina,7,350.11,2023-11-24,Barranquilla,Colombia
3136,12120,  Elena María Salazar Martínez ,guzmanmanuel@example.com,PROD-002,Mouse Inalámbrico,Accesorios,7,892.67,2024-04-14,Bogotá,Colombia
2316,56357,Inés García,csuarez@example.net,PROD-006,Libreta Inteligente,Oficina,10,460.33,2024-07-31,Cali,Colombia
1212,38613,Dairo Rincón,correahilda@example.org,PROD-006,Libreta Inteligente,Oficina,4,187.39,2025-02-27,Barranquilla,Colombia
1859,23380,Carmen Nancy Rodríguez,vegajose@example.org,PROD-002,Mouse Inalámbrico,Accesorios,10,738.46,2024-07-31,Cali,Colombia
3089,48310,Ignacio Serrano,bonillamaria@example.net,PROD-001,Laptop Pro,Tecnología,4,"831,49",2023-12-20,Cartagena,Colombia
1374,33725,  Eduardo David Giraldo Hurtado ,rodriguezmaicol@example.org,PROD-002,Mouse Inalámbrico,Accesorios,2,"384,58",2024-01-29,Cali,Colombia
2312,58330,Felipe Juan Meneses Vásquez,alvaro35@example.org,PROD-005,Silla de Oficina,Mobiliario,4,755.11,2025-03-04,Barranquilla,Colombia
2937,82652,Manuel Carmona,carlos38@example.org,PROD-006,Libreta Inteligente,Oficina,1,910.7,15/06/2025,Barranquilla,Colombia
3095,19729,Andrés Luis Soto,gonzalezalberto@example.org,PROD-006,Libreta Inteligente,Oficina,7,1206.61,2024-01-21,Cartagena,Colombia
1158,92923,Yuly Gladys Orozco Salamanca,xiomararivas@example.net,PROD-004,Monitor 4K,Tecnología,3,1090.79,2024-02-01,Cali,Colombia
2519,13165,Javier Serna,falvarez@example.net,PROD-003,  Teclado Mecánico ,Accesorios, 8 ,916.08,2025-03-25,Medellín,Colombia
1311,73406,Manuel González,aureliopuentes@example.org,PROD-001,Laptop Pro,Tecnología,4,1411.19,2025-01-21,Bogotá,Colombia
2631,42101,Vanessa García Ortiz,zlopez@example.com,PROD-006,Libreta Inteligente,Oficina,4,1123.35,2024-07-18,Cali,Colombia
2122,27507,Judith Cecilia Morales,ovelez@example.com,PROD-005,Silla de Oficina,Mobiliario,3,"550,11",2025-06-20,Cartagena,Colombia
1261,90265,Jorge Fredy Ramírez González,omar44@example.org,PROD-006,Libreta Inteligente,oficina,1,1095.12,2023-10-31,Cartagena,Colombia
2807,21121,Juan Giraldo,antoniarosero@example.net,PROD-004,Monitor 4K,tecnología,7,268.87,2024-08-02,Cali,Colombia
1888,69942,Andrés Gómez,pradadario@example.net,PROD-005,Silla de Oficina,Mobiliario,6,926.03,2024-03-22,Cartagena,Colombia
2880,47767,Iván Pablo Ortiz,lguerrero@example.org,PROD-004,  Monitor 4K ,Tecnología,4,1240.0,07-19-25,Medellín,Colombia
2468,52707,Carmen Mercado Escobar,anaguzman@example.org,PROD-003,  Teclado Mecánico ,Accesorios,10,240.59,2024-09-30,Cali,Colombia
1228,62026,Edinson Gómez Mora,romerojose@example.com,PROD-004,Monitor 4K,Tecnología,7,130.27,04/06/2024,Bogotá,Colombia
2056,73206,Lucía Lozano,tmedina@example.org,PROD-003,Teclado Mecánico,Accesorios,9,248.12,2025-06-27,barranquilla,Colombia
2114,15532,Óscar Felipe Quintero,andresroa@example.com,PROD-001,Laptop Pro,Tecnología,5,"1189,71",2025-08-24,Bogotá,Colombia
1118,29192,Miguel Fajardo Acevedo,foreropaola@example.net,PROD-003,  Teclado Mecánico ,Accesorios,1,1056.05,2024-05-16,Cali,Colombia
1912,39233,Elvira Hoyos,prios@example.com,PROD-002,Mouse Inalámbrico,Accesorios,6,$ 108.11,2025-05-02,Cartagena,Colombia
2292,75571,Magdalena Cristina Hernández,marlonerazo@example.org,PROD-001,  Laptop Pro ,Tecnología,3,979.18,2023-11-24,Medellín,Colombia
3486,26957,Pilar Edith Romero,natalia24@example.org,PROD-005,  Silla de Oficina ,Mobiliario,3,1091.47,2024-06-09,Cartagena,Colombia
2636,94553,Amanda Viviana Vásquez Ayala,patricia45@example.com,PROD-005,Silla de Oficina,Mobiliario,3,"1086,64",2025-06-11,Cartagena,Colombia
3453,36828,María Gómez,tgomez@example.com,PROD-005,Silla de Oficina,Mobiliario,1,87.52,2025-07-27,Cali,Colombia
1594,44467,Aldair Torres Ruiz,orozcoyeny@example.org,PROD-003,Teclado Mecánico,Accesorios,9,110.83,2025-02-26,Cartagena,Colombia
2149,26544,Liliana Johana Perdomo,contrerasmaria@example.org,PROD-001,Laptop Pro,Tecnología,2,733.26,2024-05-20,Cartagena,Colombia
1505,26420,Carolina Salazar,james25@example.com,PROD-005,Silla de Oficina,Mobiliario,7,1384.87,27/08/2024,Cali,Colombia
1668, 31718 ,Armando Vanegas,ana17@example.com,PROD-001,Laptop Pro,tecnología,5,137.87,2025-04-19,Bogotá,Colombia
3446,56281,Beatriz Ana Restrepo Vega,albeiro78@example.org,PROD-003,Teclado Mecánico,Accesorios,5,758.86,2024-05-21,Cartagena,Colombia
2967,CUST-70650,Elizabeth Ortiz Jaramillo,oscarpena@example.net,PROD-006,Libreta Inteligente,Oficina,4,286.56,2025-01-18,Cali,Colombia
1735,16664,José Ramírez Ramírez,rosa83@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,867.96,2025-04-23,Cartagena,Colombia
1815, 10914 ,Santiago Gutiérrez,dbermudez@example.org,PROD-002,Mouse Inalámbrico,Accesorios,4,1211.29,2024-10-21,Cali,Colombia
1324,16688,Antonio Jaimes,claudia06@example.com,PROD-005,Silla de Oficina,Mobiliario,7,64.02,04/03/2025,Medellín,Colombia
2211,94576,Antonio Santiago Daza,jgarcia@example.org,PROD-003,Teclado Mecánico,Accesorios,4,239.19,2024-04-07,Bogotá,Colombia
2091,33039,Ángel Guevara,jaimerico@example.org,PROD-006,Libreta Inteligente,oficina,5,695.22,29/04/2024,Medellín,Colombia
1061,40486,Arturo Ramírez,sierrajuan@example.com,PROD-002,Mouse Inalámbrico,Accesorios,8,499.61,2025-07-29,Medellín,Colombia
2006,79491,Alberto Carlos Castro,juliangomez@example.org,PROD-006,Libreta Inteligente,Oficina,7,411.32,2025-04-30,Barranquilla,Colombia
1478,45209,Pilar Zoraida Rico Herrera,toroblanca@example.net,PROD-004,Monitor 4K,Tecnología,2,593.31,2024-10-26,Cali,Colombia
2118,23151,  Viviana Pineda Murillo ,edith64@example.net,PROD-003,Teclado Mecánico,Accesorios,1,852.02,2025-06-18,Medellín,Colombia
2482,75146,Edgar Vicente Londoño Granados,elsa01@example.net,PROD-006,Libreta Inteligente,Oficina,1,522.34,11-06-24,Medellín,Colombia
1001,17479,Beatriz Alix Villamizar López,dvargas@example.com,PROD-006,Libreta Inteligente,Oficina,7,322.65,2024-12-21,Cali,Colombia
2004,81846,Luis Ardila,sanchezandres@example.com,PROD-002,Mouse Inalámbrico,Accesorios,9,$ 1384.02,2024-10-20,Barranquilla,Colombia
2129,CUST-38214,Alfredo Luis García,porjuela@example.net,PROD-002,Mouse Inalámbrico,Accesorios,10,1273.29,17/12/2023,Cartagena,Colombia
2732,63384,Cecilia María Alfonso Orozco,freddy39@example.com,PROD-003,Teclado Mecánico,Accesorios,7,889.91,2025-06-15,Barranquilla,Colombia
2553,34015,  Ever Quintero ,alvarezmanuel@example.net,PROD-003,Teclado Mecánico,Accesorios,8,709.58,2024-10-03,Cali,Colombia
2241,96909,Julio John MartÃ­nez,edgar23@example.net,PROD-003,Teclado Mecánico,Accesorios,1,1042.71,2025-03-31,Barranquilla,Colombia
1865, 91890 ,Esther Saavedra Barrera,bcaballero@example.org,PROD-005,  Silla de Oficina ,Mobiliario,9,571.23,2025-08-03,Bogotá,Colombia
3245,53542,Julia Liliana Correa Maldonado,maria02@example.org,PROD-005,Silla de Oficina,Mobiliario,10,1139.41,2024-03-17,Bogotá,Colombia
3020,29914,María Helena Arias Ceballos,cristian17@example.com,PROD-001,Laptop Pro,Tecnología,9,166.7,08/10/2024,Cali,Colombia
2579,42785,Adrián Arley Moreno,correapatricia@example.net,PROD-001,Laptop Pro,Tecnología,10,79.82,2023-12-26,medellín,Colombia
3469,81988,Isabel Luz Murcia,granadosarturo@example.net,PROD-002,Mouse Inalámbrico,Accesorios,2,656.54,2025-04-06,Medellín,Colombia
2913,48217,  Vanessa Vera ,lilianarodriguez@example.net,PROD-004,Monitor 4K,Tecnología,8,812.68,2024-05-19,Cartagena,Colombia
1259,20166,Orlando Miguel López Beltrán,lisbethparra@example.org,PROD-001,Laptop Pro,Tecnología,4,643.66,2024-07-18,Cali,Colombia
2255,33937,Alejandro Zuluaga GarcÃ­a,vbejarano@example.com,PROD-002,Mouse Inalámbrico,Accesorios,4,78.3,2024-01-05,Bogotá,Colombia
1188,81315,Alba Rocío Sánchez,rsanchez@example.org,PROD-001,Laptop Pro,Tecnología,3,830.31,2025-05-29,Bogotá,Colombia
3145,25096,Víctor Andrés Vargas,mariapolo@example.com,PROD-004,Monitor 4K,Tecnología,4,292.22,2024-07-25,Cali,Colombia
2245,60119,Duván Arturo Gómez,marthamosquera@example.com,PROD-003,Teclado Mecánico,Accesorios,2,1422.52,2024-10-14,Cali,Colombia
1913,69279,Martín Jorge Agudelo Gómez,jennyleon@example.org,PROD-006,Libreta Inteligente,Oficina,4,1457.39,2024-11-02,Medellín,Colombia
1726, 41569 ,Ana Torres,montoyajose@example.net,PROD-006,Libreta Inteligente,oficina,3,438.52,2025-08-09,Barranquilla,Colombia
1504,78706,Jhon Fernando Pérez,rojasfelipe@example.org,PROD-002,Mouse Inalámbrico,Accesorios,5,986.6,2025-06-08,Bogotá,Colombia
2372,21850,Manuel Ramírez Bermúdez,adrianperdomo@example.com,PROD-004,Monitor 4K,Tecnología,9,268.5,2023-10-04,Bogotá,Colombia
1793,32111,Dario Ricardo Giraldo,quinteroorlando@example.com,PROD-003,Teclado Mecánico,Accesorios,8,1266.51,2024-05-29,Cartagena,Colombia
3445,43989,Carlos Alfonso Molina López,virginia13@example.com,PROD-006,Libreta Inteligente,Oficina,3,147.96,2024-02-27,Bogotá,Colombia
1834,50238,Milena Sánchez Aguirre,guillermo55@example.net,PROD-003,Teclado Mecánico,Accesorios,10,262.88,2025-06-29,Barranquilla,Colombia
3084,86698,Aurora Yadira Caballero Hernández,jorgerendon@example.com,PROD-001,Laptop Pro,Tecnología,1,"1096,67",2025-09-27,Medellín,Colombia
1209,87576,Eduardo Luis Hernández,suarezdaniela@example.com,PROD-003,Teclado Mecánico,Accesorios,3,565.96,2024-09-11,Medellín,Colombia
1619,28247,Edwar Felipe Rodríguez,juana65@example.net,PROD-005,Silla de Oficina,Mobiliario,1,1403.74,2024-07-29,Bogotá,Colombia
2995,30958,Antonio Joaquín Trujillo Velásquez,hurtadofabian@example.com,PROD-004,Monitor 4K,Tecnología,10,858.18,2025-06-23,Bogotá,Colombia
3359,39574,Jesús Anderson Rojas Díaz,albertoperez@example.org,PROD-003,Teclado Mecánico,Accesorios,4,758.06,2025-02-01,Cali,Colombia
3125,32374,Marcela Maira Alfonso,raulochoa@example.org,PROD-006,Libreta Inteligente,Oficina,1,1273.45,2025-07-25,Cali,Colombia
1741,14004,Diana Esther García Rodríguez,vrico@example.com,PROD-004,  Monitor 4K ,Tecnología,2,1177.22,2024-03-15,Bogotá,Colombia
2050,22637,Francisco John Bedoya,munozluis@example.net,PROD-004,Monitor 4K,Tecnología,2,172.8,2025-02-16,Barranquilla,Colombia
2438,28407,Milton Nieto,rodriguezmaria@example.com,PROD-002,Mouse Inalámbrico,Accesorios,5,468.11,2024-10-28,Barranquilla,Colombia
